review_body,sentiment
this product is good its only customer support and service that is pathetic if not for that this product would have had real good rating received slightly defective piece where indicators where not working initially raised an issue about it but there was no immediate support for that as filter was working fine and we didn require indicators we didn bother to follow up after several days the service guy came and fixed it first time when the service guy came there was no one so he came again and got it fixed for immediate support its better to reach out to local authorised dealer or service as going through the official support delays the process so considering all these feel product is decent free services are limited if we change the filter during the free services we will be charged filter is not free of charge during the free services product is good but the service is worst till experienced if your staying in rural areas and your planing to buy this than will say don prefer because have called minimum times to the custer care they always saying that they will send the service person but even no one is calling you to response if your product is in service period the service person even don lift your call and say the answer once the lady has called me and asked some details after she say it is not come under there area and she will forward it after think five days has been completed and called her back she replied rudely and saying told you this is not come under there area and asked her atleast give me my area service person number she gave me atlast and called the service person and he replied he didn recieve any complaint id so raise complaint on service request then he will come am frustrated and take my product and went to guntur to repair it previously done service with the company servicemen he put cap on the nozzle of the water pump so it stopped working and it all damaged they told me you have to replace the pump it cost around have changed it and decided not to call the service person and write review on amazon so the people will know about the service centre installation guy didnt install propery due to which water was not being purified for last one month poor service from eureka forbes most value for price from aquaguard good ok tap leakage issue,neutral
this product little bit costly but quality was good this does not remove all the lint cleanly only the easiest lightest ones sturdy adhesion is good but price is high we will get in ikea store for less extremely effective product and very decently priced worth to buy very useful product as have cats at home loving it,positive
this product of yours company is heating liters of water in minutes it wastage both electricity and money very bad quality of wire and rod the product is just ok but the quality is bit low but you can expect premium at this cost very faster gud nice nice cord length is too small,neutral
this protect is good but very too much noice juicer it too good purchased few days ago the plastic quality is not as expected think it is not for long lasting purpose operating functions are good to use item is good but in my case motor started sparking with in months still replacement of motor is pending from maharaja not bad yes the product is very useful and serve the purpose for what it is valuable one cost effective and amazing delivery in one day,neutral
this review is after month use of the kettel product is good if you need to heat water not milk initially there were no issue in auto cut but last week it stopped working overall in this price range will say yes for this very useful my needs are fulfilled thank you good product product looks good but boiling milk in this kettle burns the base of the kettle it becomes full black and brown and eggs don get boiled in single go nice product after months of usage some issues have come up once it gets to the boiling point it should automatically switch off but it keeps on bubbling till it is switched off manually next is that the water vapors and heat can be felt through the kettle on off switch which believe is dangerous we ordered this trusting prestige to be of high quality but it doesn satisfy the purpose after using only one month kettle on off switch is not working and red light is also not working some times it boiling time is too fast and some times too slow this catle works good but difficult to clean,neutral
this turned out to be the worst mouse ever double clicking within month and scroll wheel scrolling in the reverse direction randomly edit the warranty requires you to take the mouse to their service centre which was pain as it took me while to find the nearest service centre and the address was incorrect the service centre was helpful though as they replaced my mouse in matter of minutes with no hassle will edit based on how the replacement works edit replacement mouse working well so far this mouse feels and looks awesome the slight rubbery texture feels premium and the build quality is also amazing but the clicks seems to be little sensitive for regular use its amazing cant get better but for gaming would want mouse with little sturdier click click heavy during gaming and the mouse may take it but it remains in my head so even for light gaming its fine where use of click is less as compared to fps shooting games it is an awesome upgrade for beginner level gamers just changing mouse can actually improve your experience and gameplay my boyfriend recommended this to me as we play valorant together and my aim was persistently bad even though tried so hard playing with regular bluetooth dell mouse changing from that to this piece was great doing recommended if you re just starting to play anything like csgo valorant or any other first person shooter game on regular basis purchased it on dec and am writing this on dec and ll be honest no other mouse can offer this much quality in this price so if you can buy it just go ahead but but there an alternative mouse by razer almost the same price razer deat ader guess that the name so you better check that one if rgb is not your priority yiu can choose that one bye go for it design is easy to hold and there are extra buttons on right side which find very useful its size is perfect for my hand just one bad thing is after using for some time its surface become smoother or upper layer gets removed good mouse but has poor wire quality its little big but the mouse is giving its best for gaming,positive
this was indeed an ideal purchase good performance good built up to the mark functionality at this price stable and sturdy recommend looks ok good for normal users not for heavy users like daily activities good looking on hand app is not working properly some times the battery power is amazing it good watch but the strap always comes out nice watch not so special but average in this price,neutral
this was saviour for me as didnt want to buy expensive stylus and max dont work with iphones its not too precise but it gets the job done love it unexpectedly this product works very well but when buy this the spare disk was missing this item is simple awesome for this price it is doing good without any glitches and worth buying for the price amazon is offering though it is good but the tip of the stylus pen should be umbrella free no handle grips too there is delay between writing and also get wrong color ordered bluse and get gray this is good digital pen for digital art work and very smooth working techniques using so easily works perfectly on samsung plus often use it for video editing too but think it overpriced got it for rs including delivery charges it should cost max upto stars have been cut for overpricing it is definitely worth the money tho it does give some scratches it not that see tho so it fine for it price light weight,neutral
this weighing scale is made of good quality material looks sturdy weighs accurate but the scale got has detective display first digits looks clear and then next digits are not clearly visible am returning this item and amazon accepted my return request received on time product is very good in condition better product like very helpful product really best product use shop nd home received it today and checked it capacity it is coming around kg overall looking is good hope that performance will also be good received the weighing scale in good condition looks exactly the same as the product display working good at present happy with the purchase thanks to the seller and to amazon,positive
this works by clamping on to ac vent it holds on sturdily minor block on ac flow is not of much consequence the phone clamp is spring loaded and accommodates all phone sizes most holders working on suction does not hold onto glass they fall off while driving could lead to accidents good product but didn work for me as it was unable to hold my moto device weight the clamp mechanism was great loved it but the back clip which goes inside the ac vent was loose and kept on moving also the lock which tightens the back clip was average received today the product is of good build quality it gives feel of premium product not used it so cant say about functinality product is good but fitment in ac vent with mobile phone placed on the holder increases weight which is not desirable good quality in this price range it will however block your ac vent easy to mount and unmount your phone quite sturdy although not perfect has been able to maintain its composure even on bad roads will post the long term review after few months but so far so good good nice product am satisfied with my product,positive
though bought pack of two after seeing the pictures and checking model received only one compatible with my aquasure the other is different and not compatible with my unit so essentially my money for the other is wasted because the return window was over using product regularly easy to install poor quality doesn stay more than month it kinda duplicate it is available in rs in csd but it not available there that why we choose to buy it online but it duplicate and very expensive hence not satisfied give the address where we can buy it offline online also what the warranty of this product mention it good it easy to use installation is difficult if you don or can understand the fitting procedure but once you do okay and super easy important lasts me well over months but recommend changing it after you think the flow of water has slowed down lot or you think the water tastes funny for the last few days of its life the water will not be completely pure and it won completely stop this filter has good water flow rate for family of four it disperses enough water fast within minutes you ll have several liters of water to drink also the main thing about this is it is chemical free it also filters out viruses take look at who recommendation if you fold cloth ten times over and pour water over it it can filter out cholera virus would recommend this to all home owners since got this cartridge delivery didn need to run to the store really liked the product but amazon packing is really made me disappointed really broken trust on amazon filter kits were completely separated from the box cause the external box was too small and made the filter kits squeeze completely just pulled the filter kits to get it normal size please amazon don do this kind of weird packing atleast pack in approximate box not this kind of flat huge box thank you,positive
thought it would be enough to warm room and passage but it heating fan is so small even room heating took hours to warm they have btc but it doesn help to warm quickly it is good product and this month bought pieces the last one looked like used and refurbished heater the wheels provided with the heater are old and worn out they do not rotate smoothly and there is difficulty in moving the heater quality product which will keep you warm not heating well it works but radiation of heat is very low have other radiator heaters like havells venus which hear comparatively much more for same power consumption will not recommend purchasing this surprised from this brand as kenstar is usually good brand used for season good quality the only issue was humidity in room on long usage hours continued power on liked very good in operating easy to use not getting heat kept hr but no luck waste this,neutral
tips are okay but they are small wondering if they took reference of kid they fit into the buds just fine but have lost noise cancellation since they are really small yeah it not fit for twss bought it for my tws realme buds air but it not fit mean it not gonna close completely talking about my tws case good product like it perfect fit for my oppo enco green took few seconds to put it and it stays like the original bud the quality is decent for its price its pack of it good and comfortable little tough to put on one plus wireless headphones as the size may be bit off but once on they won fall off and are pretty comfortable in ear comfortable and squeezy fits into most earphones likely and you dont feel uncomfortable during long hours of streaming content value for money very good quality,neutral
to use items tap is not good for users very good value for money working fine it is not suitable for my tap liked so product good so happy amazon liked amazon products provided sum like this,neutral
torn packing dekhne me product used lg rha tha bought this color pen set for the first time and absolutely loved it what like the most is how easy is to keep because of the connector the color options are neatly wide and like it would say though it not very smooth of you use it for color filling it does get smudge if you double coat it so there you have to be careful and also you can order just one it has to be two set minimum to be delivered thats the drawback otherwise it good overall eays to use for kids above years simply good the connectors provided help to keep all the pens together these are fine tipped pens and hence can be used for mandala designs just remember not to overlap and colour as this may leave smudge colour pay off is good in this price great product it good for beginners the best part about these are that they can connect so they are easy to carry them good buy for the price during discount not used it yet as it for my niece,positive
totally worth it product is quality is good and beyond expectation in such price range wish company has added other features and some add on in quality and more megapixels to it best buy for students and working professionals but don consider it for buying if you are into content creation and for your organisation my overall rating is out of value for money google meet par chalaya tha photo thik thak aa raha hai used for online examination good product good pic quality image and video call quality improve afterall its hd camera gives better output than laptops original basic camera inbuilt mic quality is nice and noise cancellation working fine paid rs for it on on sep the cam design is streamlined and sophisticated and the plug and play feature is quite useful it was great option at price of in but now there are better options available don fall for good reviews most of them are old be smart you can use the droidcam software to configure your android phone as webcam if you have brief video calls such as an interview or exam lenovo fhd webcam with wide angle vision and stronger mics makes more sense if you want to invest little money spend the money on logitech or if you really want to start live stream or tutorial videos that are more professional you won regret if you already have point and shoot camera or dslr at home get cheap capture card so you can set it up as webcam pros simple plug and play is available the camera offers regular mode and wide angle option the universal clip prevents the robust cam from toppling the green led indicates whether or not the camera is active cons incompatible with bezel less displays the picture and mic quality is poor face recognition is too bad the image will be grainy and noisy seriously no conclusion choose it if there is no better choice available between and it will assist you momentarily you need enough lighting and you shouldn rely on the webcam microphone does the job,positive
tried for two days good experience and great product with excellent quality with fast and powerful blades please don buy this product as it is not all useful it got broken while washing totally money wastage please don buy,neutral
tried on woolen clothes and it really worked really useful product but only reason am giving star is because of the short wire length wire length should be bit longer else its amazing product easy to use time taking but cleans clothes for this price range but not sure about durability but product is good it does it job very well it gave new life to my clothes just have single complain and that is regarding its dust collector lid or container it is little bit loose because of this sometimes all dust and wool particles spills all around easy to use like this product all my problems of clothes are solved nice product really like it easily clean lints but caps was little loose it decent product and very easy to handle not sure of the durability as it been over week only will update the review after some few months,positive
tron neckband is good product when it new so you have feel some bad but after month you feel better sound and bass so product is very good must purchase good bass and sound quality nice one doesnot pain the ear too much it is good product under rs but battery backup could be more efficient if have habit of playing song during travelling on bike approx hrs and attend frequent voice calling in day then its battery goes down in next day you feel should recharge it now otherwise will have to survive on without bluetooth calling feature but overall would like to say it is good deal in this price was using ptron bluetooth headphones earlier they were also great and worth the price again back to same brand this one is better than previous sound quality bass quality noise cancellation old and damage product good as price very gud at this price range superb nice,neutral
trust this product works well with car play very good quality and charging is fine as good as original build quality is awesome best lightening cable ever seen better than official lightening from if ur looking for cable close your eyes and go for it or you can buy amazon basics one was using that for past years that bit cheaper side recommend both these cables had better build quality and value for money gr product overall just loved it very good charging speed good quality it well packed all sealed coveredthe wire looks of very good qualityrecommended,positive
tv is good as such there are multiple issues for it you get what you paid for so not going to brag about it picture looks crisp sound is awful light weight flimsy legs and body tv looks frame less unless you turn it on this tv doesn support pre video out of the box reaching out to customer care will easily resolve the issue there are noticeable lag while casting screen share overall the product is good for small office shop or casual streaming for bedroom or kitchen star good product value for money good the product is good in this price you can get the best product processor very slow plg improve smart work is slow but picture sound ok,positive
tv is good in this price range it an excellent product for this price range good picture quality is good amazing product sound quality is okay and smart features is little bit slow but its okay overall love this product ok super work good product,positive
tv looks fine however see some lag while selecting the applications such as amazon prime etc didnt install any new apps received the tv on time good things about tv and tcl quick response after the tv is delivered call the customer care for the installation and within hour technician arrive and installed the tv after that received call back from the customer care to gather the experience and pinged on whatsapp so that if in future encountered any issue quick help will be provided quality quality of tv is good and can watch all the contents from the apps in max resolution supported by tv steal deal during the gif sale received the tv in which is just wow price sound quality is good android is good and the extra feature which find beneficial when compared to my old android tv is the voice search feature which now search the content from another apps also after giving permission which is not working on android tv bluetooth remote with some extra feature bought the tv as already have the tcl inch model back in when it is launched and tv is working flawlessly and since did not encountered any issue so bought this brand tv again when required second tv improvement bluetooth remote should have the all apps button on remote instead of tcl menu which my previous android tv have due to which have to move with some extra click which is annoying for my parents to use in bluetooth remote they provide some extra button to move directly to youtube netflix tcl channel prime guard and media instead of this some customization be provided so that we can configure the buttons to some others apps as per our personal use out of these button guard media and tcl channel are most useless button android tv should come with atleast gb as with gb variant the tv is little slow and already have many preinstalled tcl apps which we cannot remove so tv experience in little bit slow however buy the model by knowing this limitation as already using gb ram old variant of the same brand other feature are also these which are cons but those are already mentioned in description and user should be aware of them before buying like one such point is star is removed because of point and point as it is not making fluid experience of using android tv when watch all the contents from the apps good for value almost all apps able to download less weight and pretty valuable to the budget and even customer support also available all time like good one for this price thanks to amazon very good product,positive
tv on off not working so difficult to battery really bad product,positive
tv remote is the replica of the original one supplied with tv the original one served for about one and half year the remote came without any battery performance since last few days is satisfactory but amazon has similar remote with lessor price but can asses the quality alternatively one can operate by downloading the remote from play store in android but may be little inconvinience to operate working fine but the quality of outer case is low quality can be purchase the pairing of this remote was little tough and also some times remote is not working after use the voice recognition the buttons are hard to press when compare to the original remote which came with the smart box so find original piece and go for it remote is faulty it looses it connectivity with the tv atleast times in day so have to pair it times want replacement please arrange call back from the customer service team value for money sturdy quality need voice recognition improvement must add note that you must switch on tv manually and then pair working is good no issuebut material quality is not up to mark,neutral
tv working good the screen is va type if we want to see good picture we need to maintain minimum distance to tv because this tv pixels are so big but if we maintain minimum distance picture looks so sharp and black levels look great and other thing tv colour reproduction is not that great compared to ips screens but in this price it is good deal thare is definitely lag in tv software and remote control in the start have bluetooth connection issue but after formatting tv problem was solved this tv have sound bar and it sounds great compared to other tv brands especially in this price range will recommend this tv if you want to buy this inch series tv writing review after month use overall good but it become little slow when we install apps rest everything is fine liked it and think you also love it if your budget is in this range first fall was take as buy acer tv then have fear because acer tv is new brand and if any problem with tv serving but after purchased and using my fear was goes because tv functions is good and warranty also available overall its good product some times it lags and once it got auto restarted but company has lied to customers with that there is gb of space in the tv which is not therestill like the picture and sound quality am very happy when order this tv have purchased it on diwali when we start to use this tv we found that to use the cromecast feature need to install third party app which is not support to my mobile phone samsung am very disappointed now for this feature but what can do now it has good and loud sound system my overall experience is not meet to my expectations regret not having gotten larger size this is an amazing smart tv clear view and awesome sound stars only because couldnt get jio universal remote to work with it under best smart android tv everything is perfect like sound picture quality bluetooth connectivity and wifi connectivity finally budget friendly smart tv for middle class people who is having salary per month picture quality ok ok sound super warnty best remote simple over all nice one no product is perfect in all segments this one also not an exception,positive
two negative things should mention here the cable is too rigid so there is movement on the usb connector point when inserting or removing device from the other end of the cable the usb connector is little loose it must be tightly seated other features are alright this is the fourth time order cable earlier cable was good but now seems to compromise on quality not happy worth its value good very good product and value for money satisfied with the performance wont cure cancer its simple cable nothing much to expect very good product too long durable good retro device,neutral
typing is easy comfortable and fast but keyboard is not good for gaming the buttons when pressed and held down for long time can remain stuck when released the button itself doesn stay down but it still keeps working until press it again died in games many times by falling from high places had this same issue in my old hp pavilion laptop keyboard too actually something they should have look into am using month this is now performing good and smooth very good product good product lack of led for power level caps and numlock is big headache keyboard doesn have that much tactile feel like my wired hp keyboard definitely looks good works perfectly mouse is bit small compared to wired ones not sure about battery just started using it buyed it am working with it and it good nice product,positive
update after months of use the tv is still going strong all the good points mentioned in the original review below are still true and very happy with the tv it as if one plus have been listening to their customers after recent firmware updates the issues had mentioned have almost disappeared we can now arrange and move apps you tube netflix as per our wish on the home screen itself am finally able to put you tube first as it is the most used app for my toddler there is no more wifi disconnect issue noted earlier prime video still shows errors sometimes though think that an issue with the app and not the tv strongly recommend this tv original review took leap of faith in purchasing this tv as there were mixed reviews for it however after using it for months the following are my observations good the picture quality is fantastic there is no lag while watching forwarding videos saw youtube review which said its brightness was low compared to other models the brightness is more than you would ever need from tv have never needed to run it on full brightness till now up to works for me for my toddler to watch rhymes set brightness to and even then it is more than needed there were few reviews that said the sound quality was average and you need soundbar disagree have watched movies with up to sound and that is good enough for sqft hall voice command it is quite accurate and am able to change nursery rhymes for my toddler while working in the kitchen which is around feet away being able to control the tv from app is also very useful feature no need to look for remote being able to cast from the app also helps lot it would be even better if everything on phone not just pictures and videos could be cast using the app not so good if the tv goes to sleep screensaver for more than minutes it often gets disconnected from wifi have to restart it againb prime video fails to resume displays error and have to restart the tv againc on the home screen you cannot rearrange apps to have your preferred apps first you can do it in apps window which is useless as you need to navigate to it first easier to navigate to your preferred app in the home screen itself only cons till now got fast moving object looks blurr which was known before buying by other user review but got this tv in ao over all satishfied only minus that too critical is the installation service provider the product is to installed by care installation services provider the installation service provider is total waste and not responded properly actual date of installation was on but was only done by the service provider on the executive who attended the installation is total waste person and don know how to behave to the customer he behaved very rudely the installation service provider is total damage and waste not at all worth awesome quality of pictures and some issues with smart features like in app installation and in connection from smart phone only audio player in work properly but video not show in tv dolby atom video etc good good,positive
update after months update the problem mentioned in the earliest review is becoming more and more dire with time now right earbud gets discharged in hour and half whereas left one keeps going so reducing one star will contact them for replacement and update here update called service center they asked to bring it but am lazy expected they replace at home paid more attention towards the issue above the stable situation is that just after full charge right bud can go upto hrs but left one always goes for mins more and the difference is more if there is standby of day or two when the left one loses juice rapidly it seems so guess can still use the buds but with certain restrictions will happily restore stars if the issue stays stable for next months update after months no change in quality still the pack charges the buds like boss during this period they were once kept in mouth by my infant nephew for over half an hour very dangerous thankfully he couldn swallow them full of saliva and whatnot and on another occasion threw one of my earbuds on the floor with full force undisclosed depressing reason due to which the touch panel with the logo got detached which then re attached after all this buds are still rocking with same sound quality as on day think these are pretty darn sweet deals lack of volume control etc etc is all forgiven happy customer although the issue of left earbud discharging earlier than right persists original review using for last months am an audiophile and also an instrumentalist but hadn used any tws yet so wanted to dip my toes and didn want to invest much but also not something throwaway so settled for boult no boat etc due to their highly adultered sound signature since have previous experience with it like my music flat at studio quality more recently ve been using low cost headphones with mindblowing performance oneodio pro go ahead and search it it is really one of gem for all those purist sound fans coming to this tws connectivity right out of the box only left one was working after connecting to my iphone maybe right one didn pair correctly to left did that reset thing as suggested which also took some effort but after that both started working and since then no issues am using both my phone and laptop linux ofcourse you need to disconnect one to use another but perfect connectivity now can move around in my sqft apt and no connection loss which is great call quality is decent faced no disconnects yet and the other party is also ok with my voice but you cannot talk in hushed voice you always need to speak up in medium volume to let the other party understand you features tapping is oddly sensitive mean it responds even if am adjusting the bud and not touching the central area but surprisingly takes decent tap punch to play pause can get used to that though one thing track aage peeche is ok but these don have anything which can control the volume bummed on that battery decent backup it been nearly months use buds on an average of hours daily and just had to charge the main case just times in an emergency also used it to charge my iphone which it did really quickly was happy to see that one weird thing to notice is that the right earbud always discharges more quickly than the left infact can use the left one mins more that the right but anyways put them both in the case once any one of them starts to complain of low battery sound quality bass frequencies very decent bass surprisingly great low bass songs like the humma song wanna love you sound pretty good but bit lacking in other frequencies of bass lut gaye by jubin doesn sound that punchy as it should for flat signature overall for the most part you should be fine other frequencies ll review this from vantage point of studio quality signature for mids the spectrum is tilted towards bit of high bass but surprising absence of very specific high bass frequencies as mentioned above but its bearable for highs initially felt the presence bit lacking which takes away that warmth and fidelity from few tracks but after using it for few days started feeling alright in that aspect maybe some burn in god knows also remembering that paid just bucks for these mostly will be using these while my walking and workout sessions so think my mind won be nitpicking then ll soon be upgrading though overall really very decent purchase with good sound quality provided you can get these for under cheers hey this one item has built quality is like stone and also the working condition and sound quality it is marvelous but only one problem is the noise cancellation that not working properly which means when we are in crowded area while recording something or call to another person the unwanted noises are coming they cannot hear properly our voice that the only disadvantage on this one right buds not performs well am trying to change music to next but it still plays the same which should not happen according to manual been using these for month now can massively complain the sound quality is decent enough may not be good enough for big music heads not enough bass and provides good noise isolation very impressed by the battery life with the charging case and use it every day if you can snag it on deal for bucks it fantastic deal my only issue is we can change the connection to devices by click every thing else is fine best at price and require some button for operation call pick up rejection function next song play function not working on single touch product is good but battery not as expected,neutral
